user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	"other_related_references(genome_id,species_name,radius,ANI,AF)"	msa_percent	translation_table	red_value	warnings
Sg_bin.84.fa	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__C-19;s__	N/A	N/A	N/A	N/A	N/A	GCF_009917405.1	95	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__C-19;s__C-19 sp009917405	77.35	0.16	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	88.41	11	0.951761491	N/A
Sg_bin.85.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	90.95	11	0.911231054	N/A
Sg_bin.87.fa	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Stoquefichus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	69.62	11	0.979565855	N/A
Sg_bin.88.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Muricomes;s__	N/A	N/A	N/A	N/A	N/A	GCF_003149245.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Muricomes;s__Muricomes oroticus	82.83	0.7	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Muricomes;s__	taxonomic classification defined by topology and ANI	N/A	"GCF_001028025.1, s__Muricomes fissicatena_A, 95.0, 78.73, 0.35; GCF_001404335.1, s__Muricomes contortus_B, 95.0, 78.56, 0.33; GCF_000509105.1, s__Muricomes sp000509105, 95.0, 78.36, 0.32; GCF_003149105.1, s__Muricomes contortus_C, 95.0, 77.76, 0.21; GCA_013911065.1, s__Muricomes sp013911065, 95.0, 77.66, 0.2; GCF_001517425.1, s__Muricomes sp001517425, 95.0, 77.36, 0.16; GCF_900604355.1, s__Muricomes sp900604355, 95.0, 77.33, 0.18; GCF_004346165.1, s__Muricomes intestini, 95.0, 77.19, 0.16"	57.65	11	0.980403655	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Sg_bin.89.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__	N/A	N/A	N/A	N/A	N/A	GCF_900760705.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp900760705	76.8	0.09	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__	taxonomic classification defined by topology and ANI	N/A	"GCF_900771995.1, s__Acetatifactor sp900771995, 95.0, 76.98, 0.09; GCF_900772845.1, s__Acetatifactor sp900772845, 95.0, 76.98, 0.08; GCA_002431915.1, s__Acetatifactor sp002431915, 95.0, 76.92, 0.07; GCA_014337175.1, s__Acetatifactor sp900066365, 95.0, 76.87, 0.09; GCA_002314715.1, s__Acetatifactor sp002314715, 95.0, 76.84, 0.05; GCA_009177215.1, s__Acetatifactor sp009177215, 95.0, 76.83, 0.11; GCF_003584705.1, s__Acetatifactor sp900066565, 95.0, 76.73, 0.1; GCF_900755865.1, s__Acetatifactor sp900755865, 95.0, 76.51, 0.1; GCF_900766575.1, s__Acetatifactor sp900766575, 95.0, 76.38, 0.1; GCA_900554205.1, s__Acetatifactor sp900554205, 95.0, 76.36, 0.05; GCA_003447295.1, s__Acetatifactor sp003447295, 95.0, 76.31, 0.09; GCF_003612485.1, s__Acetatifactor sp003612485, 95.0, 76.31, 0.04; GCA_002368865.1, s__Acetatifactor sp002368865, 95.0, 76.21, 0.04; GCA_902766425.1, s__Acetatifactor sp902766425, 95.0, 76.19, 0.05; GCF_011959105.1, s__Acetatifactor sp011959105, 95.0, 76.15, 0.06; GCF_900248245.1, s__Acetatifactor muris, 95.0, 76.13, 0.09; GCA_002490995.1, s__Acetatifactor sp002490995, 95.0, 76.07, 0.05; GCA_902796105.1, s__Acetatifactor sp902796105, 95.0, 76.06, 0.07; GCA_900320485.1, s__Acetatifactor sp900320485, 95.0, 75.97, 0.04"	86.92	11	0.930873565	N/A
Sg_bin.9.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	87.59	11	0.886921763	N/A
Sg_bin.91.fa	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__	N/A	N/A	N/A	N/A	N/A	GCF_011039085.1	95	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp011039085	87.66	0.69	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__	taxonomic classification defined by topology and ANI	N/A	"GCF_001553605.1, s__Desulfovibrio fairfieldensis, 95.0, 81.12, 0.68; GCF_009696265.1, s__Desulfovibrio sp900540515, 95.0, 81.12, 0.63; GCA_000403945.1, s__Desulfovibrio sp000403945, 95.0, 80.1, 0.53; GCF_900102485.1, s__Desulfovibrio legallii_A, 95.0, 78.91, 0.41; GCF_004309735.1, s__Desulfovibrio legallii, 95.0, 78.76, 0.38; GCF_900116045.1, s__Desulfovibrio piger_A, 95.0, 78.39, 0.29; GCF_011039135.1, s__Desulfovibrio sp011039135, 95.0, 78.27, 0.31; GCF_003860215.1, s__Desulfovibrio sp003860215, 95.0, 78.22, 0.31; GCA_900547595.1, s__Desulfovibrio sp900547595, 95.0, 78.18, 0.41; GCA_002237645.1, s__Desulfovibrio sp002237645, 95.0, 78.15, 0.33; GCF_012843875.1, s__Desulfovibrio sp900556755, 95.0439, 78.12, 0.29; GCF_902702915.1, s__Desulfovibrio sp900095395, 95.0, 78.08, 0.32; GCF_000156375.1, s__Desulfovibrio piger, 95.0439, 78.0, 0.29; GCF_004801255.1, s__Desulfovibrio desulfuricans_C, 95.0, 77.99, 0.32; GCF_000022125.1, s__Desulfovibrio desulfuricans_A, 95.0, 77.97, 0.29; GCF_000420465.1, s__Desulfovibrio desulfuricans, 95.0, 77.96, 0.31; GCA_003251995.1, s__Desulfovibrio desulfuricans_B, 95.0, 77.77, 0.23; GCA_009712225.1, s__Desulfovibrio sp009712225, 95.0, 77.77, 0.29; GCA_009929215.1, s__Desulfovibrio sp009929215, 95.0, 77.69, 0.28; GCF_014202345.1, s__Desulfovibrio intestinalis, 95.0, 77.59, 0.26; GCF_002355955.1, s__Desulfovibrio trichonymphae, 95.0, 76.95, 0.26; GCA_900319575.1, s__Desulfovibrio sp900319575, 95.0, 76.8, 0.08; GCA_009773975.1, s__Desulfovibrio sp009773975, 95.0, 76.74, 0.12; GCA_002369295.1, s__Desulfovibrio sp002369295, 95.0, 76.7, 0.1; GCA_900546145.1, s__Desulfovibrio sp900546145, 95.0, 76.58, 0.08; GCA_013374015.1, s__Desulfovibrio kirbyi, 95.0, 76.5, 0.17; GCF_002159665.1, s__Desulfovibrio sp002159665, 95.0, 76.25, 0.07"	92.83	11	0.979604904	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Sg_bin.92.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	N/A	N/A	N/A	N/A	N/A	GCF_003612625.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus sp003612625	77.19	0.11	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	taxonomic classification defined by topology and ANI	N/A	"GCF_010206195.1, s__Anaerotruncus colihominis_A, 95.0, 77.42, 0.06; GCF_900078395.1, s__Anaerotruncus rubiinfantis, 95.0, 77.3, 0.08; GCF_900199635.1, s__Anaerotruncus massiliensis, 95.0, 77.27, 0.11; GCF_000154565.1, s__Anaerotruncus colihominis, 95.0, 76.85, 0.07; GCF_900186535.1, s__Anaerotruncus massiliensis_A, 95.0, 76.73, 0.08; GCF_000403395.2, s__Anaerotruncus sp000403395, 95.0, 76.4, 0.07; GCA_014385085.1, s__Anaerotruncus sp014385085, 95.0, 76.36, 0.05"	96.86	11	0.958618337	N/A
Sg_bin.94.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__	ANI	N/A	"GCA_900762515.1, s__Odoribacter sp900762515, 95.0, 81.09, 0.59; GCA_900548135.1, s__Odoribacter sp900548135, 95.0, 80.98, 0.62; GCF_000190535.1, s__Odoribacter splanchnicus, 95.0, 77.85, 0.23; GCF_009935865.1, s__Odoribacter sp009935865, 95.0, 77.48, 0.29; GCA_900544025.1, s__Odoribacter sp900544025, 95.0, 77.17, 0.13; GCA_900541415.1, s__Odoribacter sp900541415, 95.0, 77.17, 0.16; GCF_900091655.1, s__Odoribacter massiliensis, 95.0, 76.61, 0.12; GCF_000243215.1, s__Odoribacter laneus, 95.0, 76.24, 0.13; GCA_002293375.1, s__Odoribacter sp002293375, 95.0, 75.45, 0.03"	77.03	11	0.987082404	N/A
Sg_bin.95.fa	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella aerogenes	GCF_000215745.1	95	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella aerogenes	98.4	0.95	GCF_000215745.1	95	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella aerogenes	98.4	0.95	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCF_000828055.2, s__Klebsiella variicola, 95.0, 86.22, 0.72; GCF_002269255.1, s__Klebsiella quasivariicola, 95.0, 86.02, 0.69; GCF_000742135.1, s__Klebsiella pneumoniae, 95.0, 86.01, 0.72; GCF_000751755.1, s__Klebsiella quasipneumoniae, 95.0, 85.8, 0.7"	73.58	11	N/A	N/A
Sg_bin.96.fa	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	92.63	11	0.917791167	N/A
Sg_bin.97.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	ANI	N/A	"GCF_002222615.2, s__Bacteroides caccae, 95.0, 78.61, 0.23; GCF_902362375.1, s__Bacteroides sp902362375, 95.0, 78.45, 0.25; GCF_900106755.1, s__Bacteroides faecis, 95.0, 78.45, 0.26; GCF_001314995.1, s__Bacteroides ovatus, 95.0, 78.44, 0.25; GCF_014334015.1, s__Bacteroides sp003463205, 95.0, 78.43, 0.24; GCF_903181435.1, s__Bacteroides acidifaciens_A, 95.0, 78.4, 0.25; GCF_000613385.1, s__Bacteroides acidifaciens, 95.0, 78.4, 0.22; GCF_001688725.2, s__Bacteroides caecimuris, 95.0, 78.39, 0.22; GCF_000156195.1, s__Bacteroides finegoldii, 95.8579, 78.38, 0.21; GCF_900130125.1, s__Bacteroides congonensis, 95.0, 78.38, 0.25; GCF_009193325.2, s__Bacteroides sp900066265, 95.8579, 78.37, 0.23; GCF_000011065.1, s__Bacteroides thetaiotaomicron, 95.0, 78.35, 0.29; GCA_000210075.1, s__Bacteroides xylanisolvens, 95.0, 78.34, 0.24; GCF_900155865.1, s__Bacteroides bouchesdurhonensis, 95.0, 78.29, 0.18; GCF_009193295.2, s__Bacteroides sp007097645, 95.0, 78.26, 0.24; GCF_012113595.1, s__Bacteroides sp012113595, 95.0, 78.25, 0.27; GCA_900547205.1, s__Bacteroides sp900547205, 95.0, 78.21, 0.25; GCF_003865075.1, s__Bacteroides sp003865075, 95.0, 78.21, 0.19; GCA_900755095.1, s__Bacteroides sp900755095, 95.0, 78.18, 0.19; GCF_000613465.1, s__Bacteroides nordii, 95.0, 78.1, 0.18; GCF_000614145.1, s__Bacteroides faecichinchillae, 95.0, 78.04, 0.17; GCF_002849695.1, s__Bacteroides fragilis_A, 95.0, 77.99, 0.19; GCA_900760255.1, s__Bacteroides sp900760255, 95.0, 77.96, 0.14; GCF_014196225.1, s__Bacteroides pyogenes_A, 95.0, 77.93, 0.19; GCA_900556625.1, s__Bacteroides sp900556625, 95.0, 77.9, 0.22; GCA_900765785.1, s__Bacteroides sp900765785, 95.0, 77.87, 0.21; GCF_000381365.1, s__Bacteroides salyersiae, 95.0, 77.84, 0.19; GCF_000154525.1, s__Bacteroides stercoris, 95.0, 77.82, 0.18; GCA_902388495.1, s__Bacteroides sp902388495, 95.0, 77.81, 0.15; GCF_000025985.1, s__Bacteroides fragilis, 95.0, 77.8, 0.2; GCA_900761785.1, s__Bacteroides sp900761785, 95.0, 77.78, 0.24; GCF_900129655.1, s__Bacteroides clarus, 95.0, 77.77, 0.17; GCA_900766005.1, s__Bacteroides sp900766005, 95.0, 77.77, 0.21; GCF_000155815.1, s__Bacteroides eggerthii, 95.0, 77.72, 0.15; GCF_000172175.1, s__Bacteroides intestinalis, 95.0, 77.72, 0.15; GCF_000614125.1, s__Bacteroides rodentium, 95.0, 77.67, 0.16; GCF_000154205.1, s__Bacteroides uniformis, 95.0, 77.67, 0.15; GCA_014385165.1, s__Bacteroides sp014385165, 95.0, 77.66, 0.16; GCF_000428105.1, s__Bacteroides pyogenes, 95.0, 77.64, 0.17; GCF_003438615.1, s__Bacteroides sp003545565, 95.0, 77.63, 0.17; GCA_002471185.1, s__Bacteroides sp002471185, 95.0, 77.63, 0.08; GCF_000513195.1, s__Bacteroides timonensis, 95.0, 77.63, 0.16; GCF_902364365.1, s__Bacteroides sp900556215, 95.2143, 77.63, 0.16; GCA_900765805.1, s__Bacteroides sp900765805, 95.0, 77.62, 0.14; GCF_000374365.1, s__Bacteroides gallinarum, 95.0, 77.62, 0.13; GCF_000614165.1, s__Bacteroides stercorirosoris, 95.0, 77.6, 0.17; GCF_000315485.1, s__Bacteroides oleiciplenus, 95.0, 77.57, 0.16; GCF_004793475.1, s__Bacteroides sp002491635, 95.0, 77.55, 0.15; GCF_900241005.1, s__Bacteroides cutis, 95.0, 77.51, 0.14; GCA_900762525.1, s__Bacteroides sp900762525, 95.0, 77.47, 0.14; GCF_003464595.1, s__Bacteroides intestinalis_A, 95.2143, 77.45, 0.15; GCF_000158035.1, s__Bacteroides cellulosilyticus, 95.0, 77.42, 0.15; GCF_900108345.1, s__Bacteroides ndongoniae, 95.0, 77.41, 0.12; GCF_000517545.1, s__Bacteroides reticulotermitis, 95.0, 77.34, 0.16; GCF_000195635.1, s__Bacteroides fluxus, 95.0, 77.33, 0.16; GCF_000499785.1, s__Bacteroides neonati, 95.0, 77.31, 0.13; GCA_900552405.1, s__Bacteroides sp900552405, 95.0, 77.3, 0.15; GCF_900130135.1, s__Bacteroides togonis, 95.0, 77.27, 0.12; GCA_009929715.1, s__Bacteroides sp009929715, 95.0, 77.26, 0.13; GCF_004342845.1, s__Bacteroides heparinolyticus, 95.0, 77.23, 0.15; GCF_007896885.1, s__Bacteroides sp007896885, 95.0, 77.23, 0.08; GCF_000186225.1, s__Bacteroides helcogenes, 95.0, 77.23, 0.14; GCF_900128475.1, s__Bacteroides massiliensis_A, 95.0, 77.19, 0.13; GCA_002293435.1, s__Bacteroides sp002293435, 95.0, 77.13, 0.14; GCF_002998435.1, s__Bacteroides zoogleoformans, 95.0, 77.11, 0.16; GCA_900555635.1, s__Bacteroides sp900555635, 95.0, 77.05, 0.12; GCA_900553815.1, s__Bacteroides sp900553815, 95.0, 77.02, 0.11; GCF_000428125.1, s__Bacteroides graminisolvens, 95.0, 77.01, 0.1; GCA_002307035.1, s__Bacteroides sp002307035, 95.0, 76.78, 0.1; GCF_010500965.1, s__Bacteroides sp010500965, 95.0, 76.76, 0.08; GCA_002471195.1, s__Bacteroides sp002471195, 95.0, 76.73, 0.08; GCF_010500995.1, s__Bacteroides sp010500995, 95.0, 76.72, 0.07; GCF_010501015.1, s__Bacteroides sp010501015, 95.0, 76.7, 0.06; GCA_900766195.1, s__Bacteroides sp900766195, 95.0, 76.66, 0.07; GCF_900104585.1, s__Bacteroides ihuae, 95.0, 76.64, 0.09; GCF_002160055.1, s__Bacteroides sp002160055, 95.0, 76.56, 0.09; GCF_010500955.1, s__Bacteroides sp010500955, 95.0, 76.45, 0.07; GCA_900557355.1, s__Bacteroides sp900557355, 95.0, 76.12, 0.07"	76.91	11	0.949837662	N/A
Ss_bin.102.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__	ANI	N/A	"GCF_000424325.1, s__Enterocloster clostridioformis_A, 95.0, 79.18, 0.37; GCF_900113155.1, s__Enterocloster clostridioformis, 95.0, 79.13, 0.38; GCF_002234575.2, s__Enterocloster bolteae, 95.0, 79.1, 0.4; GCF_005845215.1, s__Enterocloster sp005845215, 95.0, 79.08, 0.41; GCF_003434055.1, s__Enterocloster aldenensis, 95.0, 78.93, 0.39; GCF_000155435.1, s__Enterocloster sp000155435, 95.0, 78.88, 0.38; GCF_000233455.1, s__Enterocloster citroniae, 95.0, 78.81, 0.38; GCA_001304855.1, s__Enterocloster sp001304855, 95.0, 78.35, 0.31; GCF_900753815.1, s__Enterocloster sp900753815, 95.0, 78.13, 0.24; GCF_900770345.1, s__Enterocloster sp900770345, 95.0, 78.04, 0.19; GCA_900543885.1, s__Enterocloster sp900543885, 95.0, 77.86, 0.12; GCF_003473545.1, s__Enterocloster sp000431375, 95.0, 77.83, 0.11; GCF_013282095.1, s__Enterocloster sp900538485, 95.0, 77.82, 0.15; GCA_900549235.1, s__Enterocloster sp900549235, 95.0, 77.81, 0.22; GCF_009696375.1, s__Enterocloster sp900540675, 95.0, 77.76, 0.18; GCF_902364025.1, s__Enterocloster lavalensis, 95.0, 77.74, 0.23; GCF_001517625.2, s__Enterocloster sp001517625, 95.0, 77.73, 0.16; GCF_000158075.1, s__Enterocloster asparagiformis, 95.0, 77.61, 0.23; GCA_900551225.1, s__Enterocloster sp900551225, 95.0, 77.54, 0.21; GCA_900555905.1, s__Enterocloster sp900555905, 95.0, 77.49, 0.15; GCA_900555045.1, s__Enterocloster sp900555045, 95.0, 77.49, 0.2; GCA_900541315.1, s__Enterocloster sp900541315, 95.0, 77.45, 0.13; GCF_900759225.1, s__Enterocloster sp900759225, 95.0, 77.38, 0.24; GCA_900547035.1, s__Enterocloster sp900547035, 95.0, 76.99, 0.13"	87.12	11	0.956448111	N/A
Ss_bin.106.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_009935865.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter sp009935865	77.64	0.28	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__	taxonomic classification defined by topology and ANI	N/A	"GCF_000190535.1, s__Odoribacter splanchnicus, 95.0, 77.81, 0.24; GCA_900548135.1, s__Odoribacter sp900548135, 95.0, 77.8, 0.28; GCA_900762515.1, s__Odoribacter sp900762515, 95.0, 77.69, 0.26; GCA_900544025.1, s__Odoribacter sp900544025, 95.0, 77.09, 0.15; GCA_900541415.1, s__Odoribacter sp900541415, 95.0, 76.83, 0.15; GCF_000243215.1, s__Odoribacter laneus, 95.0, 76.63, 0.11; GCF_900091655.1, s__Odoribacter massiliensis, 95.0, 76.52, 0.13; GCA_002293375.1, s__Odoribacter sp002293375, 95.0, 75.88, 0.04"	76	11	0.978409494	N/A
Ss_bin.108.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-552;g__;s__	N/A	N/A	N/A	N/A	N/A	GCF_900761915.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-552;g__HGM11386;s__HGM11386 sp900761915	77.64	0.11	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-552;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	76.63	11	0.838485785	N/A
Ss_bin.109.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Intestinibacillus;s__	N/A	N/A	N/A	N/A	N/A	GCF_900155735.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Intestinibacillus;s__Intestinibacillus massiliensis	78.98	0.39	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	68.1	11	0.950212021	N/A
Ss_bin.11.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Harryflintia;s__	N/A	N/A	N/A	N/A	N/A	GCF_004340125.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Harryflintia;s__Harryflintia acetispora	77.05	0.09	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	64.13	11	0.919630821	N/A
Ss_bin.110.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Emergencia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Emergencia;s__	taxonomic classification defined by topology and ANI	N/A	"GCA_900551775.1, s__Emergencia sp900551775, 95.0, 81.61, 0.57; GCF_902362805.1, s__Emergencia sp900066695, 95.0, 81.34, 0.65; GCF_900086585.1, s__Emergencia timonensis, 95.0, 81.28, 0.66; GCF_009936045.1, s__Emergencia sp009936045, 95.0, 78.39, 0.17; GCF_009935805.1, s__Emergencia sp009935805, 95.0, 78.3, 0.17"	97.76	11	0.957847672	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
