"","Path","Completeness","Redundancy"
"3256","GCA_019240075.1.fna.gz",95.64,3.8
"3257","GCA_016771945.1.fna.gz",95.91,0.58
"3258","GCA_017969065.1.fna.gz",95.89,0.64
"3259","GCA_902764575.1.fna.gz",95.22,3.61
"3260","GCF_003370175.1.fna.gz",95.83,0.61
"3261","GCA_000988295.1.fna.gz",95.96,0
"3262","GCA_900049755.1.fna.gz",95.92,1.01
"3263","GCA_902789005.1.fna.gz",95.54,0
"3264","GCA_013791955.1.fna.gz",95.42,0.52
"3265","GCA_903938665.1.fna.gz",95.45,0.13
"3266","GCA_016929195.1.fna.gz",95.09,2.3
"3267","GCF_900094885.1.fna.gz",95.93,0.61
"3268","GCA_003561955.1.fna.gz",95.54,1.99
"3269","GCA_903896045.1.fna.gz",95.69,0
"3270","GCA_900546175.1.fna.gz",95.16,1.21
"3271","GCA_003160635.1.fna.gz",95.25,4.7
"3272","GCA_018898735.1.fna.gz",95.42,0.52
"3273","GCA_002480245.1.fna.gz",95.3,2.14
"3274","GCA_018401275.1.fna.gz",95.73,0.34
"3275","GCF_902374825.1.fna.gz",95.86,0
"3276","GCA_018897675.1.fna.gz",95.42,0.52
"3277","GCA_009379995.1.fna.gz",95.19,2.41
"3278","GCA_017511465.1.fna.gz",95.48,2.28
"3279","GCF_002189495.1.fna.gz",95.03,2.16
"3280","GCA_002352645.1.fna.gz",95.73,2.14
"3281","GCF_001476135.1.fna.gz",95.95,1.56
"3282","GCA_002331575.1.fna.gz",95.15,0.95
"3283","GCA_003171055.1.fna.gz",95.73,3.85
"3284","GCA_900544995.1.fna.gz",95.16,0.81
"3285","GCF_009498755.1.fna.gz",95.92,3.6
"3286","GCA_905210085.1.fna.gz",95.44,1.16
"3287","GCA_905204455.1.fna.gz",95.97,0.81
"3288","GCF_011752005.1.fna.gz",95.13,0
"3289","GCA_003161005.1.fna.gz",95.44,6.41
"3290","GCA_910577495.1.fna.gz",95.2,0.81
"3291","GCA_000504945.1.fna.gz",95.22,1.63
"3292","GCA_903834635.1.fna.gz",95.95,2.9
"3293","GCA_018003035.1.fna.gz",95.73,1.28
"3294","GCF_003185985.1.fna.gz",95.86,1.07
"3295","GCA_900549555.1.fna.gz",95.43,2.69
"3296","GCA_000524095.1.fna.gz",95.43,0.76
"3297","GCA_008679415.1.fna.gz",95.74,0
"3298","GCA_905214385.1.fna.gz",95.56,0.97
"3299","GCA_015259845.1.fna.gz",95.11,0
"3300","GCA_011801225.1.fna.gz",96,0
"3301","GCF_001556945.1.fna.gz",93.95,2.75
"3302","GCA_018380955.1.fna.gz",93.44,1.35
"3303","GCF_003068665.1.fna.gz",94,0.33
"3304","GCA_016870325.1.fna.gz",93.97,1.87
"3305","GCA_905181605.1.fna.gz",93.94,4.8
"3306","GCA_009840055.1.fna.gz",93.16,2.14
"3307","GCA_002452255.1.fna.gz",93.9,1.66
"3308","GCA_002355935.1.fna.gz",93.52,0.66
"3309","GCA_016719385.1.fna.gz",93.16,0.85
"3310","GCA_003240845.1.fna.gz",93.13,2.64
"3311","GCA_902805655.1.fna.gz",93.16,3.15
"3312","GCA_002233715.1.fna.gz",93.85,0.94
"3313","GCF_000771585.1.fna.gz",93.36,0.76
"3314","GCA_903887175.1.fna.gz",93.76,1.17
"3315","GCA_900755625.1.fna.gz",93.55,0.81
"3316","GCA_001052995.1.fna.gz",93.53,0.47
"3317","GCA_017856815.1.fna.gz",93.83,1.79
"3318","GCF_017585085.1.fna.gz",93.59,0
"3319","GCA_017856095.1.fna.gz",93.16,0.85
"3320","GCA_017848755.1.fna.gz",93.67,1.87
"3321","GCA_903827835.1.fna.gz",93.97,1.03
"3322","GCA_009993245.1.fna.gz",93.18,0
"3323","GCA_905208025.1.fna.gz",93.9,2.62
"3324","GCF_018615095.1.fna.gz",93.76,0.94
"3325","GCF_017585105.1.fna.gz",93.59,0
"3326","GCA_005885585.1.fna.gz",93.83,1.71
"3327","GCA_900763835.1.fna.gz",93.15,1.48
"3328","GCA_003136695.1.fna.gz",93.59,2.99
"3329","GCF_001121985.1.fna.gz",93.88,1.51
"3330","GCA_903916825.1.fna.gz",93.16,4.99
"3331","GCA_903789525.1.fna.gz",93.89,0
"3332","GCA_017744555.1.fna.gz",93.11,0.58
"3333","GCA_018658945.1.fna.gz",93.16,3.42
"3334","GCA_013044405.1.fna.gz",93.08,2.23
"3335","GCA_003136275.1.fna.gz",93.75,4.01
"3336","GCA_003133665.1.fna.gz",93.86,1.28
"3337","GCA_002471545.1.fna.gz",93.59,2.14
"3338","GCA_003164195.1.fna.gz",93.59,4.15
"3339","GCA_003530785.1.fna.gz",93.2,0.15
"3340","GCA_900548515.1.fna.gz",93.55,1.88
"3341","GCF_001263395.1.fna.gz",93.86,0.76
"3342","GCA_900751935.1.fna.gz",93.55,0.81
"3343","GCA_012517115.1.fna.gz",93.38,3.15
"3344","GCA_013695915.1.fna.gz",93.86,2.63
"3345","GCF_003370065.1.fna.gz",93.05,0.92
"3346","GCA_016781185.1.fna.gz",93.83,2.99
"3347","GCA_003162055.1.fna.gz",93.1,0.86
"3348","GCA_903920865.1.fna.gz",93.8,1.08
"3349","GCA_005885485.1.fna.gz",93.1,1.94
"3350","GCA_900545855.1.fna.gz",93.78,0.81
"3351","GCA_905214325.1.fna.gz",93.39,0.35
"3352","GCF_016605905.1.fna.gz",93.02,0.53
"3353","GCF_900120385.1.fna.gz",93.63,0.51
"3354","GCA_902763025.1.fna.gz",93.63,0.55
"3355","GCA_018896075.1.fna.gz",93.59,0.85
"3356","GCA_018675755.1.fna.gz",93.16,0.93
"3357","GCA_005885245.1.fna.gz",93.02,3.45
"3358","GCF_001807585.1.fna.gz",93.57,0.15
"3359","GCA_018895545.1.fna.gz",93.59,0.85
"3360","GCA_903909605.1.fna.gz",93.66,1.17
"3361","GCF_015477105.1.fna.gz",93.06,4.83
"3362","GCA_900765115.1.fna.gz",93.55,1.61
"3363","GCA_905214465.1.fna.gz",93.82,1.61
"3364","GCA_012838715.1.fna.gz",93.41,0.25
"3365","GCA_903841645.1.fna.gz",93.16,1.28
"3366","GCA_005790985.1.fna.gz",93.26,2.42
"3367","GCA_003169455.1.fna.gz",93.94,1.28
"3368","GCA_003134175.1.fna.gz",93.59,1.28
"3369","GCA_013695475.1.fna.gz",93.57,0.79
"3370","GCA_003133405.1.fna.gz",93.16,0.43
"3371","GCA_008015735.1.fna.gz",93.67,3.88
"3372","GCA_016463765.1.fna.gz",93.38,1
"3373","GCA_002448675.1.fna.gz",93.32,5.56
"3374","GCA_002783345.1.fna.gz",93.45,0
"3375","GCF_017584645.1.fna.gz",93.04,0
"3376","GCA_007121015.1.fna.gz",93.75,3.33
"3377","GCA_903933885.1.fna.gz",93.1,2.56
"3378","GCA_017882765.1.fna.gz",93.86,1.25
"3379","GCA_016462625.1.fna.gz",93.15,5.56
"3380","GCF_017584625.1.fna.gz",93.32,0
"3381","GCA_903911165.1.fna.gz",93.51,2.37
"3382","GCA_902760375.1.fna.gz",93.68,0.88
"3383","GCF_001942405.1.fna.gz",93.87,0
"3384","GCA_003161575.1.fna.gz",93.64,4.7
"3385","GCA_903864815.1.fna.gz",93.16,0.85
"3386","GCA_905209825.1.fna.gz",93.64,2.36
"3387","GCF_001419795.1.fna.gz",93.74,0.79
"3388","GCF_000216015.1.fna.gz",93.38,1.54
"3389","GCA_018653505.1.fna.gz",93.16,1.28
"3390","GCA_003165155.1.fna.gz",93.46,3.71
"3391","GCA_009702325.1.fna.gz",93.97,0.86
"3392","GCA_905215835.1.fna.gz",93.61,0
"3393","GCA_018002155.1.fna.gz",93.16,0.85
"3394","GCA_900543875.1.fna.gz",93.04,0.12
"3395","GCA_009379975.1.fna.gz",93.35,1.42
"3396","GCA_018373025.1.fna.gz",93.08,4.67
"3397","GCF_000520495.1.fna.gz",93.45,2.29
"3398","GCA_900542895.1.fna.gz",93.55,0
"3399","GCA_011523395.1.fna.gz",93.16,2.14
"3400","GCA_001626295.1.fna.gz",93.99,0.95
"3401","GCA_001942465.1.fna.gz",91.41,1.52
"3402","GCA_903847365.1.fna.gz",91.63,0.7
"3403","GCA_005798085.1.fna.gz",91.76,2.14
"3404","GCA_903959665.1.fna.gz",91.88,1.42
"3405","GCA_018673615.1.fna.gz",91.49,0.49
"3406","GCA_903826975.1.fna.gz",91.45,1.28
"3407","GCA_903824545.1.fna.gz",91.45,1.28
"3408","GCA_016201135.1.fna.gz",91.76,0
"3409","GCA_016781085.1.fna.gz",91.03,0.85
"3410","GCA_903930195.1.fna.gz",91.93,4.67
"3411","GCA_900549655.1.fna.gz",91.13,1.88
"3412","GCA_009700605.1.fna.gz",91.88,1.71
"3413","GCA_903839325.1.fna.gz",91.45,4.97
"3414","GCA_003163675.1.fna.gz",91.42,2.99
"3415","GCA_016719135.1.fna.gz",91.09,1.62
"3416","GCF_003989405.1.fna.gz",91.47,2.64
"3417","GCA_003160375.1.fna.gz",91.45,3.85
"3418","GCF_003932285.1.fna.gz",91.08,0.9
"3419","GCA_002470695.1.fna.gz",91.69,1.8
"3420","GCA_002394825.1.fna.gz",91.53,0
"3421","GCA_013001425.1.fna.gz",91.45,2.92
"3422","GCA_018712955.1.fna.gz",91.13,0.4
"3423","GCA_018268575.1.fna.gz",91.7,3.3
"3424","GCF_009720255.1.fna.gz",91.87,2.45
"3425","GCA_009862565.1.fna.gz",91.37,1.51
"3426","GCA_014847015.1.fna.gz",91.82,2.2
"3427","GCA_013697905.1.fna.gz",91.85,1.92
"3428","GCA_902805515.1.fna.gz",91.29,4.73
"3429","GCA_016709925.1.fna.gz",91.95,4.95
"3430","GCA_900549245.1.fna.gz",91.21,1.73
"3431","GCA_903920825.1.fna.gz",91.24,3.37
"3432","GCA_015258815.1.fna.gz",91.82,0.37
"3433","GCA_016705925.1.fna.gz",91.45,2.14
"3434","GCA_007136095.1.fna.gz",91.65,0.43
"3435","GCA_016708795.1.fna.gz",91.38,1.71
"3436","GCA_903874945.1.fna.gz",91.45,1.57
"3437","GCA_903945695.1.fna.gz",91.74,3.29
"3438","GCA_009843985.1.fna.gz",91.45,4.06
"3439","GCA_903951345.1.fna.gz",91.28,2.36
"3440","GCA_018609145.1.fna.gz",91.86,1.08
"3441","GCA_016705565.1.fna.gz",91.8,1.08
"3442","GCF_001756795.1.fna.gz",91.95,0
"3443","GCA_018263555.1.fna.gz",91.88,1.28
"3444","GCA_012511645.1.fna.gz",91.43,5.56
"3445","GCA_002455495.1.fna.gz",91.09,2.26
"3446","GCA_018376475.1.fna.gz",91.17,0.22
"3447","GCF_001937655.1.fna.gz",91.87,1.42
"3448","GCA_013467635.1.fna.gz",91.07,0
"3449","GCA_017856115.1.fna.gz",91.45,1.28
"3450","GCA_009837445.1.fna.gz",91.45,1.28
"3451","GCA_900549185.1.fna.gz",91.28,1.69
"3452","GCF_014323665.1.fna.gz",91.44,1.25
"3453","GCF_010686745.1.fna.gz",91.98,3.07
"3454","GCF_904374435.1.fna.gz",91.98,0.77
"3455","GCA_903888695.1.fna.gz",91.95,2.16
"3456","GCA_903885505.1.fna.gz",91.36,2.85
"3457","GCA_903917025.1.fna.gz",91.03,4.37
"3458","GCA_017354515.1.fna.gz",91.66,4.93
"3459","GCA_008671095.1.fna.gz",91.13,0.92
"3460","GCA_000155305.1.fna.gz",91.87,0.42
"3461","GCA_016213665.1.fna.gz",91.88,1.38
"3462","GCF_003671685.1.fna.gz",91.41,0.49
"3463","GCA_903939265.1.fna.gz",91.51,2.96
"3464","GCA_903954145.1.fna.gz",91.28,2.87
"3465","GCA_902373545.1.fna.gz",91.96,2.21
"3466","GCA_903970215.1.fna.gz",91.4,6.36
"3467","GCA_903942505.1.fna.gz",91.37,2.75
"3468","GCA_018826065.1.fna.gz",91.8,1.42
"3469","GCA_019119005.1.fna.gz",91.01,1.19
"3470","GCA_903953595.1.fna.gz",91.68,3.68
"3471","GCA_016717115.1.fna.gz",91.07,0.53
"3472","GCA_013697825.1.fna.gz",91.23,0.95
"3473","GCF_000716745.1.fna.gz",91.58,1.2
"3474","GCA_000735915.1.fna.gz",91.56,0.57
"3475","GCA_001443545.1.fna.gz",91.45,1.28
"3476","GCA_903880275.1.fna.gz",91.45,1.28
"3477","GCA_014189975.1.fna.gz",91.45,2.14
"3478","GCA_018654015.1.fna.gz",91.88,1.99
"3479","GCA_017308675.1.fna.gz",91.77,1.28
"3480","GCA_003166175.1.fna.gz",91.76,3.34
"3481","GCA_001312725.1.fna.gz",91.01,1.04
"3482","GCA_903900125.1.fna.gz",91.07,2.11
"3483","GCA_903957545.1.fna.gz",91.31,1.45
"3484","GCF_000388135.1.fna.gz",91.13,0.49
"3485","GCA_003152475.1.fna.gz",91.19,6.41
"3486","GCA_903924205.1.fna.gz",91.45,1.28
"3487","GCA_903910735.1.fna.gz",91.41,2.14
"3488","GCA_019241805.1.fna.gz",91.37,2.4
"3489","GCA_017856635.1.fna.gz",91.07,1.71
"3490","GCA_903953085.1.fna.gz",91.15,2.77
"3491","GCF_000158975.1.fna.gz",91.13,0.86
"3492","GCA_014763705.1.fna.gz",91.82,1.13
"3493","GCA_902812425.1.fna.gz",91.29,2.92
"3494","GCA_900547715.1.fna.gz",91.64,1.08
"3495","GCA_001942265.1.fna.gz",91.72,2.96
"3496","GCA_018970175.1.fna.gz",91.38,7.26
"3497","GCA_900544385.1.fna.gz",91.67,0
"3498","GCA_015258885.1.fna.gz",91.06,0.8
"3499","GCF_000720685.1.fna.gz",91.22,1.2
"3500","GCF_017355265.1.fna.gz",91.27,2.27
"3501","GCA_001549895.1.fna.gz",89.69,0
"3502","GCA_002355915.1.fna.gz",89.24,0.95
"3503","GCA_003543035.1.fna.gz",89.52,5.49
"3504","GCA_016463065.1.fna.gz",89.17,1.28
"3505","GCA_016870675.1.fna.gz",89.01,4.73
"3506","GCA_013812145.1.fna.gz",89.76,1.05
"3507","GCA_003343785.1.fna.gz",89.9,5.07
"3508","GCA_019245115.1.fna.gz",89.52,6.36
"3509","GCA_903909495.1.fna.gz",89.16,4.78
"3510","GCA_003426415.1.fna.gz",89.99,0
"3511","GCA_002786085.1.fna.gz",89.16,3.18
"3512","GCA_009700835.1.fna.gz",89.1,2.84
"3513","GCA_903874155.1.fna.gz",89.74,0.43
"3514","GCA_903958325.1.fna.gz",89.94,2.44
"3515","GCA_002699445.1.fna.gz",89.74,0.97
"3516","GCA_001311295.1.fna.gz",89.67,0.86
"3517","GCA_017854515.1.fna.gz",89.84,1.8
"3518","GCA_000830355.1.fna.gz",89.73,1.73
"3519","GCA_015062785.1.fna.gz",89.37,1.42
"3520","GCA_003550735.1.fna.gz",89.61,2.56
"3521","GCA_012960955.1.fna.gz",89.55,5.34
"3522","GCA_003138275.1.fna.gz",89.46,2.21
"3523","GCA_903907115.1.fna.gz",89.36,1.15
"3524","GCA_015660815.1.fna.gz",89.49,0.11
"3525","GCA_905197385.1.fna.gz",89.89,2.42
"3526","GCA_902796325.1.fna.gz",89.65,1.77
"3527","GCA_900760385.1.fna.gz",89.01,0.27
"3528","GCA_009699315.1.fna.gz",89.77,3.6
"3529","GCA_002713525.1.fna.gz",89.32,5.56
"3530","GCA_002322935.1.fna.gz",89.88,0
"3531","GCA_003563915.1.fna.gz",89.55,0.85
"3532","GCA_003152395.1.fna.gz",89.94,1.71
"3533","GCA_017512635.1.fna.gz",89.17,0
"3534","GCA_003370195.1.fna.gz",89.74,0
"3535","GCA_016802835.1.fna.gz",89.85,1.84
"3536","GCA_005774595.1.fna.gz",89.31,5.35
"3537","GCF_904418905.1.fna.gz",89.72,1.75
"3538","GCA_017460265.1.fna.gz",89.65,4.42
"3539","GCA_016462055.1.fna.gz",89.74,2.42
"3540","GCA_903938505.1.fna.gz",89.32,0.94
"3541","GCA_903958365.1.fna.gz",89.96,4.27
"3542","GCA_002304945.1.fna.gz",89.53,0.56
"3543","GCA_000389925.1.fna.gz",89.66,0.67
"3544","GCA_002381065.1.fna.gz",89.74,0.85
"3545","GCA_003585845.1.fna.gz",89.03,0
"3546","GCA_002367695.1.fna.gz",89.1,0.43
"3547","GCA_900552865.1.fna.gz",89.42,3.48
"3548","GCA_016463775.1.fna.gz",89.74,1.28
"3549","GCA_009780695.1.fna.gz",89.64,2.36
"3550","GCA_903857955.1.fna.gz",89.14,1.7
"3551","GCA_009842325.1.fna.gz",89.74,1.28
"3552","GCA_903831235.1.fna.gz",89.74,3.85
"3553","GCA_903874965.1.fna.gz",89.74,2.99
"3554","GCA_012515495.1.fna.gz",89.11,0.92
"3555","GCA_002390305.1.fna.gz",89.49,0.78
"3556","GCA_017858325.1.fna.gz",89.57,0.53
"3557","GCA_017538895.1.fna.gz",89.17,0
"3558","GCA_003248845.1.fna.gz",89.05,2.54
"3559","GCA_002336855.1.fna.gz",89.4,2.85
"3560","GCA_905373005.1.fna.gz",89.1,1.29
"3561","GCA_002331325.1.fna.gz",89.57,0.09
"3562","GCA_900548075.1.fna.gz",89.42,0.81
"3563","GCF_000698945.1.fna.gz",89.7,0.57
"3564","GCA_902773415.1.fna.gz",89.45,2.04
"3565","GCA_900551205.1.fna.gz",89.27,2.42
"3566","GCA_002418085.1.fna.gz",89.76,1.61
"3567","GCA_003164435.1.fna.gz",89.32,1.38
"3568","GCA_016871295.1.fna.gz",89.74,1.71
"3569","GCA_903834145.1.fna.gz",89.22,0
"3570","GCA_003138935.1.fna.gz",89.08,2.38
"3571","GCF_003408705.1.fna.gz",89.37,0.23
"3572","GCA_013362325.1.fna.gz",89.79,3.88
"3573","GCA_018400395.1.fna.gz",89.7,6.31
"3574","GCA_903840965.1.fna.gz",89.05,1.53
"3575","GCA_902805535.1.fna.gz",89.37,2.33
"3576","GCA_902772435.1.fna.gz",89.67,2.48
"3577","GCA_010023845.1.fna.gz",89.72,3.7
"3578","GCA_900549905.1.fna.gz",89.16,1.69
"3579","GCA_900759725.1.fna.gz",89.44,3.54
"3580","GCF_001128125.1.fna.gz",89.41,0.5
"3581","GCA_903833235.1.fna.gz",89.22,0.47
"3582","GCA_016462705.1.fna.gz",89.44,1.81
"3583","GCA_903893425.1.fna.gz",89.22,2.74
"3584","GCA_005883145.1.fna.gz",89.98,2.56
"3585","GCA_002305585.1.fna.gz",89.76,0
"3586","GCA_903925575.1.fna.gz",89.22,0.82
"3587","GCA_019117325.1.fna.gz",89.69,0.29
"3588","GCA_013333735.2.fna.gz",89.44,0.79
"3589","GCA_002726315.1.fna.gz",89.74,0.85
"3590","GCF_001132305.1.fna.gz",89.6,1.03
"3591","GCA_017354415.1.fna.gz",89.46,5.47
"3592","GCA_017882825.1.fna.gz",89.98,0.58
"3593","GCA_903937335.1.fna.gz",89.18,1.99
"3594","GCF_014145245.1.fna.gz",89.31,0
"3595","GCA_900756605.1.fna.gz",89.03,1.56
"3596","GCA_900067225.1.fna.gz",89.39,3.46
"3597","GCA_016932695.1.fna.gz",89.74,3.09
"3598","GCA_004356925.1.fna.gz",89.74,0.85
"3599","GCA_903837385.1.fna.gz",89.75,1.58
"3600","GCA_003158015.1.fna.gz",89.09,2.14
"3601","GCA_002720045.1.fna.gz",87.18,6.41
"3602","GCA_905215895.1.fna.gz",87.79,2.1
"3603","GCA_015655615.1.fna.gz",87.5,2.73
"3604","GCA_003244035.1.fna.gz",87.34,6.7
"3605","GCA_000240365.2.fna.gz",87.19,0.06
"3606","GCF_014144965.1.fna.gz",87.55,0
"3607","GCA_007130695.1.fna.gz",87.75,2.85
"3608","GCA_009702115.1.fna.gz",87.2,2.14
"3609","GCA_000455785.1.fna.gz",87.89,1.1
"3610","GCA_904420575.1.fna.gz",87.4,1.41
"3611","GCA_002386785.1.fna.gz",87.68,2.66
"3612","GCA_003166555.1.fna.gz",87.33,2.56
"3613","GCA_003135775.1.fna.gz",87.75,1.45
"3614","GCA_900551555.1.fna.gz",87.07,2.16
"3615","GCA_900756725.1.fna.gz",87.67,2.42
"3616","GCA_018268495.1.fna.gz",87.04,1.3
"3617","GCA_903922585.1.fna.gz",87.12,1.07
"3618","GCA_900549275.1.fna.gz",87.07,0.9
"3619","GCA_903861695.1.fna.gz",87.92,1.13
"3620","GCA_003136735.1.fna.gz",87.01,0.43
"3621","GCA_903825945.1.fna.gz",87.04,0.66
"3622","GCA_017652165.1.fna.gz",87.5,0
"3623","GCA_007118635.1.fna.gz",87.67,3.35
"3624","GCA_002698575.1.fna.gz",87.72,7.12
"3625","GCA_904391685.1.fna.gz",87.59,0.33
"3626","GCA_016901295.1.fna.gz",87.9,0.81
"3627","GCA_002321675.1.fna.gz",87.95,1.26
"3628","GCA_016926975.1.fna.gz",87.14,4.5
"3629","GCA_903835885.1.fna.gz",87.99,1.75
"3630","GCA_013361425.1.fna.gz",87.07,3.8
"3631","GCA_015259995.1.fna.gz",87.67,1.56
"3632","GCA_005885325.1.fna.gz",87.55,2.56
"3633","GCA_903840475.1.fna.gz",87.48,4.07
"3634","GCA_009923785.1.fna.gz",87.08,1.71
"3635","GCA_003426475.1.fna.gz",87.55,0
"3636","GCA_903823005.1.fna.gz",87.36,2.38
"3637","GCA_003166615.1.fna.gz",87.06,1.71
"3638","GCF_003370295.1.fna.gz",87.75,0
"3639","GCA_002405235.1.fna.gz",87.02,3.42
"3640","GCA_015260125.1.fna.gz",87.76,2.27
"3641","GCA_004366195.1.fna.gz",87.37,1.71
"3642","GCA_013813135.1.fna.gz",87.21,2.01
"3643","GCA_905202265.1.fna.gz",87.56,0.92
"3644","GCA_009698925.1.fna.gz",87.38,0
"3645","GCA_903827485.1.fna.gz",87.18,0.43
"3646","GCA_903829535.1.fna.gz",87.96,1.9
"3647","GCA_003169595.1.fna.gz",87.52,1.99
"3648","GCA_018819625.1.fna.gz",87.51,2.14
"3649","GCA_014701265.1.fna.gz",87.32,0.54
"3650","GCF_003253775.1.fna.gz",87.8,0
"3651","GCF_003208015.1.fna.gz",87.37,0.63
"3652","GCA_003169435.1.fna.gz",87.71,0.43
"3653","GCA_903958795.1.fna.gz",87.08,2.84
"3654","GCA_900755545.1.fna.gz",87.9,0.81
"3655","GCA_017385505.1.fna.gz",87.5,0.83
"3656","GCA_900552895.1.fna.gz",87.1,3.09
"3657","GCA_903882425.1.fna.gz",87.7,4.17
"3658","GCA_016650015.1.fna.gz",87.93,1.58
"3659","GCA_900550225.1.fna.gz",87.72,1.61
"3660","GCA_903830065.1.fna.gz",87.39,2.15
"3661","GCA_900547025.1.fna.gz",87.58,0
"3662","GCA_017856835.1.fna.gz",87.94,1.28
"3663","GCA_903844115.1.fna.gz",87.82,0
"3664","GCF_001653495.1.fna.gz",87.97,1
"3665","GCA_900548775.1.fna.gz",87.83,0.81
"3666","GCA_903862145.1.fna.gz",87.75,4.09
"3667","GCA_018969715.1.fna.gz",87.63,1.68
"3668","GCA_903857985.1.fna.gz",87.91,3.68
"3669","GCA_009919275.1.fna.gz",87.18,3.77
"3670","GCF_000333415.1.fna.gz",87.78,4.19
"3671","GCA_903850565.1.fna.gz",87.05,0.6
"3672","GCA_002428365.1.fna.gz",87.02,1.55
"3673","GCA_903824455.1.fna.gz",87.68,2.29
"3674","GCA_900551165.1.fna.gz",87.44,2.09
"3675","GCA_017856375.1.fna.gz",87.08,4.44
"3676","GCA_902795635.1.fna.gz",87.12,1.81
"3677","GCF_001517125.1.fna.gz",87.98,6.08
"3678","GCA_903953775.1.fna.gz",87.64,3.51
"3679","GCA_903871065.1.fna.gz",87.96,2.9
"3680","GCA_905197155.1.fna.gz",87.76,2.69
"3681","GCF_002288185.1.fna.gz",87.82,0.26
"3682","GCA_003160255.1.fna.gz",87.53,1.28
"3683","GCF_014145055.1.fna.gz",87.28,0
"3684","GCA_903821145.1.fna.gz",87.71,1.1
"3685","GCA_002358725.1.fna.gz",87.54,1.77
"3686","GCA_903948035.1.fna.gz",87.22,3.69
"3687","GCA_903892855.1.fna.gz",87.13,1.63
"3688","GCA_016775385.1.fna.gz",87.9,0.61
"3689","GCA_900554735.1.fna.gz",87.9,4.7
"3690","GCA_016649925.1.fna.gz",87.62,6.45
"3691","GCA_903970495.1.fna.gz",87.07,1.89
"3692","GCA_900756965.1.fna.gz",87.9,0.81
"3693","GCA_905201045.1.fna.gz",87.3,4.03
"3694","GCA_003154635.1.fna.gz",87.9,0.85
"3695","GCF_000195855.1.fna.gz",87.88,0.33
"3696","GCA_009704945.1.fna.gz",87.32,0.29
"3697","GCA_900552035.1.fna.gz",87.3,2.58
"3698","GCA_900765395.1.fna.gz",87.9,0.81
"3699","GCA_903926595.1.fna.gz",87.63,0.6
"3700","GCA_900549025.1.fna.gz",87.1,0.81
"3701","GCA_016213595.1.fna.gz",85.19,4.97
"3702","GCA_013811855.1.fna.gz",85.9,1.36
"3703","GCA_019237315.1.fna.gz",85.75,1.11
"3704","GCA_017857365.1.fna.gz",85.08,0
"3705","GCA_013811805.1.fna.gz",85.2,4.32
"3706","GCA_903881795.1.fna.gz",85.64,4.68
"3707","GCA_903892985.1.fna.gz",85.38,1.45
"3708","GCA_900549715.1.fna.gz",85.48,0.81
"3709","GCA_903846825.1.fna.gz",85.94,1.68
"3710","GCA_002405975.1.fna.gz",85.15,0.45
"3711","GCA_900547965.1.fna.gz",85.41,0
"3712","GCA_900761615.1.fna.gz",85.93,1.61
"3713","GCA_903898555.1.fna.gz",85.63,0.61
"3714","GCA_017459485.1.fna.gz",85.61,1.7
"3715","GCA_008667865.1.fna.gz",85.93,1.34
"3716","GCA_007120115.1.fna.gz",85.65,0
"3717","GCA_009784345.1.fna.gz",85.5,2.08
"3718","GCA_903922825.1.fna.gz",85.32,1.85
"3719","GCF_904384155.1.fna.gz",85.35,0
"3720","GCA_900757285.1.fna.gz",85.62,3.3
"3721","GCA_900754635.1.fna.gz",85.22,2.53
"3722","GCA_903915805.1.fna.gz",85.63,4.54
"3723","GCA_903827205.1.fna.gz",85.28,2.5
"3724","GCA_903842195.1.fna.gz",85.32,0
"3725","GCF_017353455.1.fna.gz",85.61,0.79
"3726","GCA_903916385.1.fna.gz",85.91,2.37
"3727","GCA_002469525.1.fna.gz",85.8,1.08
"3728","GCA_019236545.1.fna.gz",85.13,3.45
"3729","GCA_903844435.1.fna.gz",85.78,2.7
"3730","GCA_903894275.1.fna.gz",85.78,2.62
"3731","GCA_903894595.1.fna.gz",85.89,2.42
"3732","GCA_002703245.1.fna.gz",85.41,1.18
"3733","GCA_903840465.1.fna.gz",85.35,2.11
"3734","GCA_903832395.1.fna.gz",85.36,3.6
"3735","GCA_001942185.1.fna.gz",85.95,2.96
"3736","GCA_000754445.1.fna.gz",85.63,0
"3737","GCA_014867405.1.fna.gz",85.05,1.15
"3738","GCA_905480345.1.fna.gz",85.28,0
"3739","GCA_903884035.1.fna.gz",85.51,2.48
"3740","GCA_001313245.1.fna.gz",85.92,0.16
"3741","GCA_016295485.1.fna.gz",85.19,0.09
"3742","GCA_003157435.1.fna.gz",85.35,0.86
"3743","GCA_013696065.1.fna.gz",85.88,0.25
"3744","GCA_003133285.1.fna.gz",85.85,1.17
"3745","GCA_013044415.1.fna.gz",85.13,1.36
"3746","GCA_009694415.1.fna.gz",85.28,1.28
"3747","GCA_009843915.1.fna.gz",85.04,1.28
"3748","GCA_009840735.1.fna.gz",85.47,1.28
"3749","GCA_903829835.1.fna.gz",85.49,1.93
"3750","GCA_013815575.1.fna.gz",85.02,3.16
"3751","GCA_003162955.1.fna.gz",85.84,4.8
"3752","GCA_011524475.1.fna.gz",85.83,0
"3753","GCA_900552395.1.fna.gz",85.72,2.42
"3754","GCA_003159155.1.fna.gz",85.38,2.99
"3755","GCA_903899375.1.fna.gz",85.15,2.11
"3756","GCA_900756765.1.fna.gz",85.48,0.81
"3757","GCA_016870775.1.fna.gz",85.47,1.28
"3758","GCA_010022475.1.fna.gz",85.8,0.79
